"Name","Monogamous","Polygynous","Polyandrous","Promiscuous","Solitary","Small Units","communal","parental investment","no parental investment","Caste System","no Caste System"
"Mandrillus_leucophaeus","","","",""
"Macaca_nemestrina","False","False","False","True"
"Aquila_chrysaetos_canadensis","","","",""
"Pteropus_vampyrus","False","True","False","False"
"Camelus_dromedarius","False","True","False","False"
"Camelus_bactrianus","False","True","False","False"
"Esox_lucius","False","False","False","True"
"Notothenia_coriiceps","","","",""
"Larimichthys_crocea","","","",""
"Haliaeetus_leucocephalus","True","False","False","False"
"Rhinopithecus_roxellana","False","True","False","False"
"Balearica_regulorum_gibbericeps","","","",""
"Tinamus_guttatus","","","",""
"Chlamydotis_macqueenii","","","",""
"Nestor_notabilis","False","True","False","False"
"Chaetura_pelagica","True","False","False","False"
"Tyto_alba","True","False","False","False"
"Opisthocomus_hoazin","","","",""
"Haliaeetus_albicilla","","","",""
"Picoides_pubescens","True","False","False","False"
"Charadrius_vociferus","True","False","False","False"
"Apaloderma_vittatum","","","",""
"Struthio_camelus_australis","","","",""
"Egretta_garzetta","","","",""
"Cuculus_canorus","","","",""
"Phalacrocorax_carbo","True","False","False","False"
"Pelecanus_crispus","","","",""
"Nipponia_nippon","True","False","False","False"
"Pygoscelis_adeliae","True","False","False","False"
"Aptenodytes_forsteri","True","False","False","False"
"Merops_nubicus","","","",""
"Ursus_maritimus","False","True","False","False"
"Corvus_brachyrhynchos","","","",""
"Calypte_anna","False","False","False","True"
"Poecilia_reticulata","","","",""
"Cynoglossus_semilaevis","","","",""
"Stegastes_partitus","","","",""
"Eptesicus_fuscus","","","",""
"Tarsius_syrichta","True","False","False","False"
"Chlorocebus_sabaeus","False","True","False","False"
"Poecilia_formosa","","","",""
"Erinaceus_europaeus","False","False","False","True"
"Lipotes_vexillifer","","","",""
"Astyanax_mexicanus","","","",""
"Physeter_catodon","False","True","False","False"
"Panthera_tigris_altaica","","","",""
"Chelonia_mydas","False","False","False","True"
"Elephantulus_edwardii","","","",""
"Chrysochloris_asiatica","","","",""
"Myotis_davidii","","","",""
"Leptonychotes_weddellii","False","True","False","False"
"Lepisosteus_oculatus","False","False","True","False"
"Alligator_mississippiensis","False","True","False","False"
"Pelodiscus_sinensis","","","",""
"Myotis_lucifugus","False","False","False","True"
"Bubalus_bubalis","False","True","False","False"
"Latimeria_chalumnae","True","False","False","False"
"Pantholops_hodgsonii","False","True","False","False"
"Xiphophorus_maculatus","","","",""
"Pundamilia_nyererei","","","",""
"Macaca_fascicularis","False","True","False","True"
"Pseudopodoces_humilis","","","",""
"Columba_livia","","","",""
"Falco_cherrug","True","False","False","False"
"Geospiza_fortis","","","",""
"Chinchilla_lanigera","","","",""
"Microtus_ochrogaster","True","False","False","True"
"Chrysemys_picta_bellii","","","",""
"Falco_peregrinus","True","False","False","False"
"Mesocricetus_auratus","False","True","False","False"
"Ficedula_albicollis","","","",""
"Anas_platyrhynchos","","","",""
"Echinops_telfairi","","","",""
"Condylura_cristata","True","False","False","False"
"Jaculus_jaculus","False","True","False","False"
"Octodon_degus","False","True","False","False"
"Sorex_araneus","","","",""
"Ochotona_princeps","True","False","False","False"
"Maylandia_zebra","","","",""
"Dasypus_novemcinctus","False","True","False","False"
"Tursiops_truncatus","False","False","False","True"
"Orcinus_orca","False","False","False","True"
"Gorilla_gorilla_gorilla","False","True","False","False"
"Takifugu_rubripes","","","",""
"Papio_anubis","False","False","False","True"
"Pan_paniscus","False","False","False","True"
"Otolemur_garnettii","False","False","False","True"
"Sarcophilus_harrisii","False","False","False","True"
"Cavia_porcellus","True","True","False","False"
"Oreochromis_niloticus","","","",""
"Loxodonta_africana","False","False","False","True"
"Monodelphis_domestica","False","False","False","True"
"Nomascus_leucogenys","True","False","False","False"
"Anolis_carolinensis","False","True","False","False"
"Meleagris_gallopavo","False","True","False","False"
"Pongo_abelii","False","False","False","True"
"Equus_caballus","False","True","False","False"
"Mus_pahari","","","",""
"Melopsittacus_undulatus","True","False","False","True"
